id,State_Code,State_Name,State_ab,County,City,Place,Type,Primary,Zip_Code,Area_Code,ALand,AWater,Lat,Lon,Mean,Median,Stdev,sum_w
60230689,6,California,CA,Alameda County,Santa Paula,Alameda city,Track,Track,93060,805,1913918,0,34.3535231,-119.0606093,61559,31303,74172,266.390019351762
60230709,6,California,CA,Alameda County,Oak View,Alameda city,Track,Track,93022,805,44530074,8674821,34.4088418,-119.3376195,56043,38002,43718,170.628215991159
60230719,6,California,CA,Alameda County,Ventura,Alameda city,Track,Track,93004,805,6640907,3104,34.2996993,-119.1600923,69184,300000,50205,409.884819639506
60230789,6,California,CA,Alameda County,Oxnard,Alameda city,Track,Track,93030,805,4216047,176672,34.2260796,-119.2067181,122773,300000,65326,423.567102705422
60230839,6,California,CA,Alameda County,Port Hueneme,Alameda city,Track,Track,93041,805,6775200,632604,34.1621779,-119.2067537,53374,50358,41565,272.518185117896
60230879,6,California,CA,Alameda County,Camarillo,Alameda city,Track,Track,93010,805,2726283,0,34.2409148,-119.0425597,111631,98525,64861,256.480815482507
60230919,6,California,CA,Alameda County,Newbury Park,Alameda city,Track,Track,91320,805,3899865,0,34.1687001,-118.9463969,82367,61183,57573,113.294711361574
60230939,6,California,CA,Alameda County,Stevenson Ranch,Alameda city,Track,Track,91381,661,10694109,0,34.1984588,-118.9295517,168396,300000,73465,227.140679101164
60230949,6,California,CA,Alameda County,Thousand Oaks,Alameda city,Track,Track,91362,805,1585397,0,34.2216307,-118.8779656,120366,116686,66697,141.689242911862
60230979,6,California,CA,Alameda County,Oak Park,Alameda city,Track,Track,91377,818,17380661,0,34.1828499,-118.8055895,137752,139099,87484,272.639498752161
60230989,6,California,CA,Alameda County,Simi Valley,Alameda city,Track,Track,93065,805,1543250,27798,34.259723,-118.7804557,113504,104198,60656,189.514640188499
60231019,6,California,CA,Alameda County,Moorpark,Alameda city,Track,Track,93021,805,2286566,0,34.2815484,-118.8899164,69848,63550,40849,398.1169580034
60231099,6,California,CA,Alameda County,West Sacramento,Alameda city,Track,Track,95605,916,3228435,247357,38.5922085,-121.5170147,90256,300000,84530,234.026070315601
60231139,6,California,CA,Alameda County,Davis,Alameda city,Track,Track,95616,530,4633048,0,38.5764495,-121.7588856,73944,62396,62568,490.694678130772
60231209,6,California,CA,Alameda County,Winters,Alameda city,Track,Track,95694,530,290146756,462322,38.5786038,-122.0245787,76882,47925,77836,164.75686314232
60231219,6,California,CA,Alameda County,Esparto,Alameda city,Track,Track,95627,530,833256543,2152367,38.830465,-122.1269068,83250,66708,61232,102.291377884673
60231229,6,California,CA,Alameda County,Marysville,Alameda city,Track,Track,95901,530,4235346,25602,39.158116,-121.5739716,52172,21677,48990,235.858677175887
60231239,6,California,CA,Alameda County,Olivehurst,Alameda city,Track,Track,95961,530,18222382,361813,39.0999148,-121.5826165,41222,28227,39353,361.322594408834
60231249,6,California,CA,Alameda County,Plumas Lake,Alameda city,Track,Track,95961,530,94784155,1391791,39.0177535,-121.553109,64519,300000,38144,507.612435376106
60231259,6,California,CA,Alameda County,Beale Afb,Alameda city,Track,Track,95903,530,101944651,240059,39.1253115,-121.3922825,32499,300000,1826,4.0
60231269,6,California,CA,Alameda County,Challenge,Alameda city,Track,Track,95925,530,559316440,17080393,39.4522438,-121.1826541,40214,28155,33449,250.489069706449
6023219,6,California,CA,Alameda County,Hermosa Beach,Alameda city,Track,Track,90254,310,1050402,608120,33.8575404,-118.3992831,132479,117114,79729,968.256354767948
602329,6,California,CA,Alameda County,Pleasanton,Alameda city,Track,Track,94566,925,4826716,0,37.657232,-121.8874736,101612,84514,79600,982.380531254254
6023379,6,California,CA,Alameda County,Lake Hughes,Alameda city,Track,Track,93532,661,22657357,422408,34.6789981,-118.3864277,71766,58354,52970,331.680190735926
6023439,6,California,CA,Alameda County,Santa Clarita,Alameda city,Track,Track,91351,661,2617891,0,34.4151371,-118.4898281,92791,86748,56957,752.610138397236
6023599,6,California,CA,Alameda County,Coulterville,Alameda city,Track,Track,95311,209,745934896,13671097,37.6729487,-120.1089266,63827,47871,47421,912.567179812137
602379,6,California,CA,Alameda County,Chico,Alameda city,Track,Track,95926,530,6244233,0,39.7558816,-121.8785043,84979,73616,59231,1360.61659540114
6023809,6,California,CA,Alameda County,St. Helena,Alameda city,Track,Track,94574,707,6566848,97349,38.5082184,-122.4787754,107845,98374,75612,568.129243227133
602399,6,California,CA,Alameda County,Magalia,Alameda city,Track,Track,95954,530,325482537,3681154,39.960108,-121.5013525,50400,44136,40514,873.500734273076
6024009,6,California,CA,Alameda County,Dana Point,Alameda city,Track,Track,92629,949,1101007,0,33.4800988,-117.6965584,99085,86530,65966,630.55634396345
6024049,6,California,CA,Alameda County,Newport Beach,Alameda city,Track,Track,92660,858,11653249,145012,33.6691905,-117.8609131,94533,86169,71003,1765.01963627272
602419,6,California,CA,Alameda County,Gridley,Alameda city,Track,Track,95948,530,29807297,0,39.3792483,-121.7370059,70597,58009,59665,663.533449364555
602429,6,California,CA,Alameda County,Rail Road Flat,Alameda city,Track,Track,95248,209,463875178,840311,38.3647246,-120.449,47840,34282,39589,1182.59595156532
602439,6,California,CA,Alameda County,Oakley,Alameda city,Track,Track,94561,925,3569410,0,37.9993161,-121.732928,66734,52572,50623,1370.41332525556
6024479,6,California,CA,Alameda County,Weimar,Alameda city,Track,Track,95736,530,65348553,5921,39.0569709,-120.9537177,76672,64910,54292,1490.32949490765
602459,6,California,CA,Alameda County,Antioch,Alameda city,Track,Track,94509,925,1792594,0,38.0053331,-121.7994409,56173,46364,45791,1107.85760446331
602469,6,California,CA,Alameda County,Pittsburg,Alameda city,Track,Track,94565,925,9904787,8915279,38.0392742,-121.8641513,80480,68358,57259,572.661355537422
6024709,6,California,CA,Alameda County,Nuevo,Alameda city,Track,Track,92567,951,36628030,118271,33.826142,-117.0844666,75568,71177,46780,491.003587814553
6024859,6,California,CA,Alameda County,Rancho Mirage,Alameda city,Track,Track,92270,760,23058419,383374,33.7425095,-116.4468886,75123,49530,69803,1109.18654038692
602499,6,California,CA,Alameda County,Pleasant Hill,Alameda city,Track,Track,94523,925,2008436,0,37.9514803,-122.0605997,86662,71177,61994,1068.68804232109
6025289,6,California,CA,Alameda County,Paicines,Alameda city,Track,Track,95043,831,2987635843,3274358,36.5800916,-121.0009504,87929,72517,65937,445.676736880016
602529,6,California,CA,Alameda County,Walnut Creek,Alameda city,Track,Track,94598,925,6750243,0,37.9067555,-122.0145836,144189,148636,81549,623.912741645256
602539,6,California,CA,Alameda County,San Ramon,Alameda city,Track,Track,94583,925,1766192,0,37.7449859,-121.9480394,125026,300000,67685,408.439082538453
6025609,6,California,CA,Alameda County,Yucca Valley,Alameda city,Track,Track,92284,760,54020373,0,34.1517898,-116.4313005,45030,31620,40694,1954.85930061817
6025639,6,California,CA,Alameda County,Forest Falls,Alameda city,Track,Track,92339,909,672755791,645182,34.1438202,-116.8683764,75910,51968,69604,406.279090750303
602569,6,California,CA,Alameda County,Orinda,Alameda city,Track,Track,94563,925,13725520,0,37.8566708,-122.1812338,157463,162529,82967,313.801941515336
602589,6,California,CA,Alameda County,Crockett,Alameda city,Track,Track,94525,510,15835711,0,38.0244713,-122.2276055,89975,80487,54771,576.536657767266
602599,6,California,CA,Alameda County,Hercules,Alameda city,Track,Track,94547,510,3417079,0,37.9995137,-122.265433,118272,300000,66591,524.766667124996
602609,6,California,CA,Alameda County,San Pablo,Alameda city,Track,Track,94806,510,1017166,0,37.9761393,-122.345945,61919,55193,43982,733.329076424872
602639,6,California,CA,Alameda County,El Cerrito,Alameda city,Track,Track,94530,510,1008380,0,37.9139391,-122.2934783,118857,111900,69705,306.111161268325
6026579,6,California,CA,Alameda County,Lockeford,Alameda city,Track,Track,95237,209,168482875,7714866,38.228354,-121.0980636,89853,74649,64869,565.199726344639
602689,6,California,CA,Alameda County,Shingle Springs,Alameda city,Track,Track,95682,530,99356819,24031,38.5856314,-120.8677386,82758,66751,56989,559.365732966212
6027079,6,California,CA,Alameda County,Alviso,Alameda city,Track,Track,95002,408,55849055,8089599,37.4495304,-121.9940964,87293,76559,62990,288.18403766093
6027589,6,California,CA,Alameda County,Guerneville,Alameda city,Track,Track,95446,707,59460008,321777,38.533659,-123.0092064,61728,42655,58596,1022.6322855067
6027609,6,California,CA,Alameda County,Valley Home,Alameda city,Track,Track,95361,209,418816017,18545579,37.8903605,-120.831488,88379,68756,69551,872.352941143144
6027719,6,California,CA,Alameda County,Live Oak,Alameda city,Track,Track,95953,530,105084682,387595,39.241136,-121.6942945,65852,50374,58937,1010.08795279484
6027749,6,California,CA,Alameda County,Yettem,Alameda city,Track,Track,93670,559,57979079,0,36.4957832,-119.259301,40535,31976,38221,1227.05927920903
6027799,6,California,CA,Alameda County,Tipton,Alameda city,Track,Track,93272,559,307722355,13713,36.056592,-119.3368879,39623,31194,33621,1353.02929589309
6028399,6,California,CA,Alameda County,Albany,Alameda city,Track,Track,94706,510,1302786,1111343,37.8906499,-122.3181164,98633,300000,50866,122.825357205696
6028499,6,California,CA,Alameda County,Emeryville,Alameda city,Track,Track,94608,510,599623,2099471,37.8382532,-122.3054128,61154,300000,42095,148.86031211033
602879,6,California,CA,Alameda County,Laton,Alameda city,Track,Track,93242,559,130134942,0,36.4550587,-119.7117335,50949,30941,51919,757.045325272853
602889,6,California,CA,Alameda County,San Joaquin,Alameda city,Track,Track,93660,559,815313721,5549891,36.5557769,-120.234647,36488,29920,31828,1365.34346646267
602899,6,California,CA,Alameda County,Willows,Alameda city,Track,Track,95988,530,22881433,163475,39.5223178,-122.2104733,59532,40422,52386,1718.85740794998
6029239,6,California,CA,Alameda County,Paradise,Alameda city,Track,Track,95969,530,12104622,3274,39.7817769,-121.6098624,80503,59063,57994,221.28958905007
6029269,6,California,CA,Alameda County,Berry Creek,Alameda city,Track,Track,95916,530,1106587625,45223857,39.6655389,-121.3519555,52817,37075,46973,485.523560421309
602929,6,California,CA,Alameda County,Redway,Alameda city,Track,Track,95560,707,883948626,9150446,40.1578711,-123.9644524,50177,39231,42417,985.269320687293
6029309,6,California,CA,Alameda County,Palermo,Alameda city,Track,Track,95968,530,39386031,37114,39.429744,-121.5309393,44454,38540,33736,467.355361386407
6029369,6,California,CA,Alameda County,Williams,Alameda city,Track,Track,95987,530,952735904,195376,39.1051265,-122.2830028,110458,300000,80342,84.5952624212002
6029419,6,California,CA,Alameda County,Byron,Alameda city,Track,Track,94514,925,85965771,9652782,37.8582825,-121.6219157,86367,72794,60083,227.720826960674
6029759,6,California,CA,Alameda County,Moraga,Alameda city,Track,Track,94556,925,8579177,431202,37.879801,-122.1364828,171929,189167,76402,111.75370686617
6029849,6,California,CA,Alameda County,Rodeo,Alameda city,Track,Track,94572,510,6875373,4058596,38.0481856,-122.2538488,63297,51667,51594,333.519565633336
8011009,8,Colorado,CO,Boulder County,Gold Hill,Sunshine,CDP,place,80302,720,4479912,0,40.063653,-105.369587,149502,300000,41656,9.59831196287852
8011019,8,Colorado,CO,Larimer County,Timnath,Timnath,Town,place,80547,970,14016368,63577,40.526034,-104.959373,98874,300000,67457,183.45892187475
8011039,8,Colorado,CO,Baca County,Walsh,Walsh,Town,place,81090,719,1158441,0,37.386107,-102.279933,47555,34309,49482,186.822621733682
8011059,8,Colorado,CO,Eagle County,Edwards,Wolcott,CDP,place,81632,970,960013,40046,39.70364,-106.679287,0,0,0,0.0
801589,8,Colorado,CO,Park County,Fairplay,Alma,Town,place,80440,719,932518,4924,39.286135,-106.066293,49817,42948,36429,99.6632045111309
801599,8,Colorado,CO,Jefferson County,Arvada,Arvada city,City,place,80005,303,100047257,1882996,39.833728,-105.150306,83127,69340,60244,21309.1499953641
801609,8,Colorado,CO,Boulder County,Jamestown,Bark Ranch,CDP,place,80455,720,2232409,24680,40.117803,-105.440718,129356,300000,27138,14.6975879155166
801619,8,Colorado,CO,Kit Carson County,Bethune,Bethune,Town,place,80805,719,419628,0,39.303822,-102.423414,43753,40224,25512,74.1642076607096
801639,8,Colorado,CO,Fremont County,Canon City,Brookside,Town,place,81212,719,1204057,0,38.413543,-105.19106,60240,300000,44295,58.9987117096298
801649,8,Colorado,CO,Garfield County,Carbondale,Carbondale,Town,place,81623,970,5294712,0,39.394616,-107.214475,74969,62160,52431,1230.96472500379
801659,8,Colorado,CO,Rio Grande County,Center,Center,Town,place,81125,719,2139228,0,37.751351,-106.110195,10946,6808,8591,83.3234666666667
801669,8,Colorado,CO,Mineral County,Creede,City of Creede,Town,place,81130,719,2417377,0,37.848785,-106.925288,44307,31143,39395,85.4654766046845
801679,8,Colorado,CO,Pueblo County,Colorado City,Colorado City,CDP,place,81019,719,35471359,285743,37.936651,-104.845601,67766,54286,54960,493.644137192397
801689,8,Colorado,CO,Fremont County,Cotopaxi,Cotopaxi,CDP,place,81223,719,740204,0,38.372806,-105.68552,37500,300000,1826,7.0
801699,8,Colorado,CO,Jefferson County,Littleton,Dakota Ridge,CDP,place,80127,303,24133772,802803,39.619427,-105.135692,94774,87020,55101,4822.8745788531
801709,8,Colorado,CO,Montezuma County,Dolores,Dolores,Town,place,81323,970,1885195,0,37.47399,-108.499824,50063,34138,47923,303.718082295281
801729,8,Colorado,CO,Clear Creek County,Georgetown,Empire,Town,place,80444,303,643480,5800,39.75971,-105.682813,58245,40442,50347,102.996494774403
801739,8,Colorado,CO,Weld County,Firestone,Firestone,Town,place,80504,303,36147690,486672,40.156146,-104.948766,91927,83544,51869,1466.0666031826
801749,8,Colorado,CO,Morgan County,Fort Morgan,Fort Morgan city,City,place,80701,970,12568042,178453,40.254932,-103.790968,53923,44997,37663,2662.20024616714
801769,8,Colorado,CO,El Paso County,Colorado Springs,Gleneagle,CDP,place,80921,719,6111018,13400,39.039942,-104.825176,113743,105184,69854,819.932049369026
801779,8,Colorado,CO,Weld County,Greeley,Greeley city,City,place,80634,970,123893579,314890,40.415278,-104.769743,60804,48659,49391,20686.8278191167
801789,8,Colorado,CO,Bent County,Mc Clave,Hasty,CDP,place,81057,719,912224,0,38.106555,-102.956167,47822,45067,32852,33.0322090761027
801799,8,Colorado,CO,Arapahoe County,Denver,Holly Hills,CDP,place,80222,720,1519397,0,39.667776,-104.921728,117162,109574,68528,345.308501513069
801809,8,Colorado,CO,Jefferson County,Indian Hills,Idledale,CDP,place,80454,303,717368,0,39.668928,-105.243191,69800,300000,20034,53.8627588493067
801819,8,Colorado,CO,Larimer County,Loveland,Johnstown,Town,place,80537,970,36279196,222991,40.384683,-104.967903,114030,300000,66239,141.92252213847
801829,8,Colorado,CO,Cheyenne County,Kit Carson,Kit Carson,Town,place,80825,719,1512766,0,38.762823,-102.795366,47895,42616,37787,58.6307085740073
801849,8,Colorado,CO,Montezuma County,Cortez,Lewis,CDP,place,81321,970,8056413,0,37.501715,-108.660059,63030,300000,55926,103.498172115585
801869,8,Colorado,CO,Eagle County,Minturn,McCoy,CDP,place,81645,970,761474,0,39.914382,-106.725723,128472,300000,17730,1.99967998719949
801879,8,Colorado,CO,Douglas County,Englewood,Meridian,CDP,place,80122,303,2334397,0,39.538797,-104.847473,90612,73931,63846,741.687003619102
801899,8,Colorado,CO,Boulder County,Niwot,Niwot,CDP,place,80503,303,10352181,23594,40.097552,-105.15828,115029,106980,76975,650.960073168396
801909,8,Colorado,CO,Routt County,Oak Creek,Oak Creek,Town,place,80467,970,941875,0,40.273811,-106.957374,50507,39941,37020,261.5236720745
801919,8,Colorado,CO,Sedgwick County,Ovid,Ovid,Town,place,80744,970,419663,0,40.960564,-102.388352,40647,25713,40276,86.4956872039042
801929,8,Colorado,CO,Grand County,Kremmling,Parshall,CDP,place,80459,970,774357,0,40.055562,-106.175995,50812,300000,7530,22.4990499049905
801939,8,Colorado,CO,Gunnison County,Gunnison,Pitkin,Town,place,81230,970,699231,0,38.608612,-106.516466,66372,54351,46488,18.9313728392821
801949,8,Colorado,CO,Weld County,New Raymer,Raymer (New Raymer),Town,place,80742,970,2079349,0,40.607952,-103.843374,56190,300000,44062,20.9992652804312
801969,8,Colorado,CO,Chaffee County,Salida,Salida city,City,place,81201,719,6699789,0,38.530283,-105.99878,55052,40649,44974,1703.40846217867
801979,8,Colorado,CO,Kit Carson County,Seibert,Seibert,Town,place,80834,970,887957,0,39.297967,-102.869524,36255,24551,31319,67.8298854758969
801989,8,Colorado,CO,Summit County,Silverthorne,Silverthorne,Town,place,80498,970,10291973,147235,39.654012,-106.092443,89735,61792,78125,732.166431157762
801999,8,Colorado,CO,Routt County,Steamboat Springs,Steamboat Springs city,City,place,80487,970,26280041,33407,40.475585,-106.822936,75766,55645,65359,2778.90957675871
80210,8,Colorado,CO,Adams County,Bennett,Brighton city,Track,Track,80102,303,498369267,3695245,39.869555,-104.5174306,76902,61436,57778,816.72065140479
802100,8,Colorado,CO,Adams County,Alamosa,Brighton city,Track,Track,81101,719,22937527,80646,37.4773802,-105.8516249,52195,42389,53360,1723.11082861324
8021000,8,Colorado,CO,Adams County,Grand Junction,Brighton city,Track,Track,81501,970,1443986,0,39.0715582,-108.5670101,43707,30506,39588,484.205042484552
8021030,8,Colorado,CO,Adams County,Craig,Brighton city,Track,Track,81625,970,7265627,0,40.5226692,-107.5647826,54842,40089,47361,1008.7830589134
8021040,8,Colorado,CO,Adams County,Nucla,Brighton city,Track,Track,81424,970,2875111998,682240,38.2906092,-108.6270409,54152,42564,44189,686.038045537201
8021050,8,Colorado,CO,Adams County,Weldona,Brighton city,Track,Track,80653,970,1323262298,17577610,40.4103163,-103.8140035,78180,73024,53991,531.208239054729
8021060,8,Colorado,CO,Adams County,Rocky Ford,Brighton city,Track,Track,81067,719,133765264,956068,38.0232043,-103.7346086,56690,43850,40799,777.10505892762
8021070,8,Colorado,CO,Adams County,Guffey,Brighton city,Track,Track,80820,719,2075296718,26359149,38.8812413,-105.6157563,53579,37069,43860,816.668857209693
8021080,8,Colorado,CO,Adams County,Holly,Brighton city,Track,Track,81047,719,1266298825,4785084,37.9612677,-102.1449177,48662,40047,38483,361.419583560884
8021090,8,Colorado,CO,Adams County,Pueblo,Brighton city,Track,Track,81001,719,1042529,0,38.3084072,-104.5776867,19788,300000,8349,10.0
8021120,8,Colorado,CO,Adams County,Pueblo West,Brighton city,Track,Track,81007,719,3889952,8441,38.3223401,-104.7154064,62241,59814,36129,396.084800707198
8021140,8,Colorado,CO,Adams County,Del Norte,Brighton city,Track,Track,81132,719,10964020,13585,37.6748567,-106.3741199,35858,27290,30940,633.120332249476
8021150,8,Colorado,CO,Adams County,Saguache,Brighton city,Track,Track,81149,719,7204609173,4314125,38.1324118,-106.2972506,44309,32893,38931,1221.28243947925
8021160,8,Colorado,CO,Adams County,Frisco,Brighton city,Track,Track,80443,970,270139471,10023762,39.5563918,-106.1702437,76103,64867,52017,744.631355195152
8021170,8,Colorado,CO,Adams County,Akron,Brighton city,Track,Track,80720,970,1891833325,8294230,40.1924453,-103.2647949,54593,46232,40354,758.308292702748
802120,8,Colorado,CO,Adams County,Highlands Ranch,Brighton city,Track,Track,80124,720,2567681,18075,39.5709676,-104.9328223,152515,147258,74257,195.913783990879
8021210,8,Colorado,CO,Adams County,Platteville,Brighton city,Track,Track,80651,970,323461367,8332535,40.2047346,-104.7452989,73924,60156,59862,864.224606762499
8021220,8,Colorado,CO,Adams County,Erie,Brighton city,Track,Track,80516,720,3784724,0,40.0076218,-105.0229172,114046,104075,64531,559.452213241961
8021230,8,Colorado,CO,Adams County,Frederick,Brighton city,Track,Track,80504,720,2595296,0,40.1350649,-104.9608636,93794,84591,57624,136.421487072686
8021250,8,Colorado,CO,Adams County,Aurora,Brighton city,Track,Track,80010,303,641546,0,39.7419967,-104.8752239,36004,23387,33894,434.851861639764
8021290,8,Colorado,CO,Adams County,Northglenn,Brighton city,Track,Track,80233,303,1677227,39928,39.9053744,-104.9847524,40161,30972,32200,538.917972787708
8021300,8,Colorado,CO,Adams County,Thornton,Brighton city,Track,Track,80233,720,2521572,28118,39.9059339,-104.9492368,90069,85212,52323,358.440539905503
8021350,8,Colorado,CO,Adams County,Brighton,Brighton city,Track,Track,80605,720,1319102,0,39.917819,-104.9123325,89675,300000,46847,352.606842637495
8021370,8,Colorado,CO,Adams County,Commerce City,Brighton city,Track,Track,80022,303,1886783,0,39.8235849,-104.9078211,54084,51502,38369,426.977926586557
802150,8,Colorado,CO,Adams County,Centennial,Brighton city,Track,Track,80111,720,523590,0,39.5990628,-104.900186,75889,67966,49663,339.715444989658
8021510,8,Colorado,CO,Adams County,Mosca,Brighton city,Track,Track,81146,719,1391690314,698347,37.5917311,-105.7534696,46783,35802,36750,174.827869807343
8021630,8,Colorado,CO,Adams County,Cherry Hills Village,Brighton city,Track,Track,80110,720,11009986,153774,39.6354343,-104.9393604,167533,200736,89586,142.754151129576
8021660,8,Colorado,CO,Adams County,Greenwood Village,Brighton city,Track,Track,80111,303,3210398,0,39.5941023,-104.8730972,61549,54707,41814,461.404341862343
8021940,8,Colorado,CO,Adams County,Pagosa Springs,Brighton city,Track,Track,81147,970,936879207,629397,37.2858561,-107.1938599,69136,43026,66416,309.855312289436
8021950,8,Colorado,CO,Adams County,Las Animas,Brighton city,Track,Track,81054,719,3918305859,73093279,37.9318907,-103.0775841,38049,24243,48044,211.461402586857
8021960,8,Colorado,CO,Adams County,Boulder,Brighton city,Track,Track,80304,720,2882031,0,40.0299035,-105.2706095,119826,300000,76603,111.627780244701
8022060,8,Colorado,CO,Adams County,Longmont,Brighton city,Track,Track,80501,303,58546095,3906167,40.2307503,-105.1083,89326,73955,63803,304.115977153321
8022120,8,Colorado,CO,Adams County,Lyons,Brighton city,Track,Track,80540,303,138095784,2044817,40.2147253,-105.2620949,111546,96888,77402,267.017306813174
8022130,8,Colorado,CO,Adams County,Nederland,Brighton city,Track,Track,80466,720,338533669,3963053,39.9810221,-105.4913838,104254,88295,65467,256.015754900598
8022160,8,Colorado,CO,Adams County,Broomfield,Brighton city,Track,Track,80020,720,2317765,133645,39.9360825,-105.0665047,91972,300000,52615,182.25471025172
8022210,8,Colorado,CO,Adams County,Buena Vista,Brighton city,Track,Track,81211,719,952549273,2797552,38.973349,-106.3813412,53587,49603,36909,449.003638478024
8022240,8,Colorado,CO,Adams County,Paonia,Brighton city,Track,Track,81428,970,665537261,1163483,38.9800317,-107.6060539,62123,43979,58289,218.594297363213
8022260,8,Colorado,CO,Adams County,Cedaredge,Brighton city,Track,Track,81413,970,283582610,4975485,38.9757405,-107.8990733,47248,37122,51215,297.857783215683
8022300,8,Colorado,CO,Adams County,Edgewater,Brighton city,Track,Track,80214,303,1313708,716678,39.7524826,-105.0501134,103888,91839,67667,200.685982810544
8022820,8,Colorado,CO,Adams County,Lone Tree,Brighton city,Track,Track,80124,303,3976727,0,39.5496644,-104.8772628,73149,61534,45595,490.032020270321
8022880,8,Colorado,CO,Adams County,Castle Rock,Brighton city,Track,Track,80109,303,9218658,0,39.4112636,-104.9048678,115707,108418,59388,201.648762461048
8022910,8,Colorado,CO,Adams County,Basalt,Brighton city,Track,Track,81621,970,600055160,3496885,39.4178684,-107.0018334,98517,79677,69286,221.74917331236
8022920,8,Colorado,CO,Adams County,Avon,Brighton city,Track,Track,81620,970,35811330,156146,39.5834849,-106.480417,104590,101383,68128,206.721806185431
8022940,8,Colorado,CO,Adams County,Elizabeth,Brighton city,Track,Track,80107,303,54262040,0,39.4125733,-104.6348172,87982,81199,57082,294.409002973887
8023070,8,Colorado,CO,Adams County,Palmer Lake,Brighton city,Track,Track,80133,719,277409145,2089073,39.044646,-104.9512322,105159,300000,67646,266.817437452871
8023090,8,Colorado,CO,Adams County,Usaf Academy,Brighton city,Track,Track,80840,719,26267122,0,38.9773835,-104.8672033,77242,69810,43905,163.422549663762
8023140,8,Colorado,CO,Adams County,Fountain,Brighton city,Track,Track,80817,719,9624449,15326,38.7034125,-104.7123862,68145,57450,52229,583.234597140692
8023150,8,Colorado,CO,Adams County,Yoder,Brighton city,Track,Track,80864,719,1783139196,200015,38.7105177,-104.2840142,64641,50244,47702,391.683089195717
8023290,8,Colorado,CO,Adams County,Monument,Brighton city,Track,Track,80132,719,31024979,185568,39.1043303,-104.8163477,137560,300000,65916,262.707881856598
8023350,8,Colorado,CO,Adams County,Yampa,Brighton city,Track,Track,80483,970,1485475150,8981730,39.9574947,-107.1910632,101933,300000,56126,123.489632585741
8023370,8,Colorado,CO,Adams County,New Castle,Brighton city,Track,Track,81647,970,720216255,1498979,39.6601966,-107.5101472,82743,75506,50304,529.201220711
8023380,8,Colorado,CO,Adams County,Loma,Brighton city,Track,Track,81524,970,3326910492,2978981,39.4805592,-108.5961659,77181,76289,50529,338.873576636106
8023390,8,Colorado,CO,Adams County,Granby,Brighton city,Track,Track,80446,970,1283084912,39406513,40.2054694,-105.8405228,75751,78168,43745,308.679420502356
8023410,8,Colorado,CO,Adams County,Crested Butte,Brighton city,Track,Track,81224,970,844954557,774727,38.8797219,-106.9332076,64533,48387,52454,283.022937104482
8023420,8,Colorado,CO,Adams County,Walsenburg,Brighton city,Track,Track,81089,719,108635710,479764,37.6521532,-104.76524,33439,30262,27783,381.725626548257
8023430,8,Colorado,CO,Adams County,Golden,Brighton city,Track,Track,80403,303,269112076,1296723,39.8270131,-105.3192732,66188,51113,49350,503.412354835794
8023570,8,Colorado,CO,Adams County,Wheat Ridge,Brighton city,Track,Track,80033,303,4083210,143983,39.7789876,-105.1152296,58005,48988,32743,250.95759042386
8023690,8,Colorado,CO,Adams County,Morrison,Brighton city,Track,Track,80465,303,13025685,1076921,39.6491238,-105.1474972,57771,50309,35875,444.015512267402
8023740,8,Colorado,CO,Adams County,Conifer,Brighton city,Track,Track,80433,303,56530688,69183,39.5316599,-105.2372056,123998,300000,61447,112.557759656023
8023840,8,Colorado,CO,Adams County,Burlington,Brighton city,Track,Track,80807,719,1909599560,889659,39.3072974,-102.2113119,55927,46853,41747,454.285408323532
8023850,8,Colorado,CO,Adams County,Leadville,Brighton city,Track,Track,80461,719,39955757,13043,39.2396865,-106.3084435,52147,300000,41969,234.228756654232
8023860,8,Colorado,CO,Adams County,Durango,Brighton city,Track,Track,81301,970,728297717,11179408,37.4989744,-107.5769734,75130,300000,42263,239.019418694331
8023890,8,Colorado,CO,Adams County,Fort Collins,Brighton city,Track,Track,80521,970,983869,0,40.5821488,-105.0896763,81259,77786,54912,223.487373700905
8023970,8,Colorado,CO,Adams County,La Porte,Brighton city,Track,Track,80535,970,51282839,4242154,40.6509308,-105.1260354,58870,48409,47257,173.059416197959
8024060,8,Colorado,CO,Adams County,Wellington,Brighton city,Track,Track,80549,970,123997003,9567520,40.7103073,-105.0033813,103671,300000,62922,247.417585048437
8024070,8,Colorado,CO,Adams County,Berthoud,Brighton city,Track,Track,80513,970,13401759,427047,40.3077822,-105.0792047,90870,89717,59228,335.414524185344
8024080,8,Colorado,CO,Adams County,Aguilar,Brighton city,Track,Track,81020,719,800753711,123641,37.3139872,-104.7239281,55886,38235,46317,404.486254390776
8024100,8,Colorado,CO,Adams County,Hugo,Brighton city,Track,Track,80821,719,5736487116,19096921,38.9629061,-103.530972,56797,43591,46468,313.253280909759
8024180,8,Colorado,CO,Adams County,Fruita,Brighton city,Track,Track,81521,970,18790106,647198,39.1559157,-108.7231294,76130,73485,43347,612.772283000664
8024220,8,Colorado,CO,Adams County,Maybell,Brighton city,Track,Track,81640,970,11866084914,18029856,40.661904,-108.204535,66886,56134,48286,171.126358110545
8024250,8,Colorado,CO,Adams County,Montrose,Brighton city,Track,Track,81402,970,652868722,2451952,38.5946302,-107.7398148,52367,34161,48844,360.058942785466
8024280,8,Colorado,CO,Adams County,Wiggins,Brighton city,Track,Track,80654,970,750564257,14887388,40.1694906,-104.0293307,55795,44981,38433,292.657558631691
